PRICE,DATE,QUARTER,MONTH,YEAR,NEIGHBORHOOD,CLUSTER,WARD,LOTSIZE,FLOORSPACE,AGE,BEDROOM,BATHROOM,HALFBATHROOM,FLOOR,HEAT,AC,FIREPLACE,BTYPE,CBD,METRO,POPU,SCHOOL,INCOME,VCRIMES,PCRIMES,FORE,BLACK,WHITE,HIS,ASIAN,POVERTY,UNEM,TEENMUM,VACANCY,OWNER,VOLUMN,MPRICE,FEMALEHEADED,LOWWEIGHT,SUBPRIME
209,02/02/2009,5,14,"2,009",MARSHALL HEIGHTS,33,7,610,700,62,2,1,0,0,0,1,0,4,7924.99,80.884,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
178,07/05/2009,6,17,"2,009",MARSHALL HEIGHTS,33,7,610,700,62,2,1,0,0,0,1,0,4,7924.58,79.360,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
164,26/03/2009,5,15,"2,009",MARSHALL HEIGHTS,33,7,610,770,62,2,2,0,0,0,1,0,4,7924.58,79.360,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
139,30/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,610,700,62,2,2,0,1,0,1,0,4,7924.58,79.360,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
65,15/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,610,650,62,2,1,0,0,0,1,0,4,7924.58,79.360,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
178,05/02/2009,5,14,"2,009",MARSHALL HEIGHTS,33,7,2568,928,62,2,1,0,1,0,0,0,2,7983.53,157.437,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
269,11/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,2824,800,63,2,1,0,1,0,1,1,2,8096.07,343.964,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
247,19/08/2009,7,20,"2,009",MARSHALL HEIGHTS,33,7,2731,800,64,2,2,0,1,0,1,0,2,8103.10,351.253,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
174,23/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1987,928,62,2,1,0,1,0,1,0,2,8099.79,261.980,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
155,20/05/2009,6,17,"2,009",MARSHALL HEIGHTS,33,7,577,706,55,2,1,0,1,1,1,0,4,8216.38,859.552,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
231,26/01/2009,5,13,"2,009",MARSHALL HEIGHTS,33,7,1845,800,64,2,1,0,1,0,1,0,2,8152.32,319.515,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
294,18/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,2160,800,63,2,1,0,1,0,1,1,2,8174.20,384.495,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
225,18/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1820,800,64,3,1,0,0,0,1,1,2,8188.30,445.285,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
309,10/03/2009,5,15,"2,009",MARSHALL HEIGHTS,33,7,827,502,51,1,1,0,1,1,1,0,4,8222.10,614.995,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
2254,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,926,635,50,2,1,0,1,1,1,0,4,8222.10,614.995,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
265,23/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,1845,1088,63,2,2,0,1,0,1,1,2,8200.22,386.134,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
145,18/06/2009,6,18,"2,009",MARSHALL HEIGHTS,33,7,2610,800,64,2,1,0,1,0,0,0,2,8217.07,472.586,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8238.09,605.610,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8238.09,605.610,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8238.09,605.610,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8243.54,629.450,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2254,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,926,635,50,2,1,0,1,1,1,0,4,8243.54,629.450,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8243.54,629.450,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8243.54,629.450,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
2851,29/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8243.54,629.450,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
291,21/02/2008,1,2,"2,008",MARSHALL HEIGHTS,33,7,926,635,50,2,1,0,1,1,1,0,4,8244.10,629.829,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
279,15/02/2008,1,2,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8244.10,629.829,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
293,08/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,827,502,50,1,1,0,1,1,1,0,4,8244.10,629.829,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
275,02/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,926,635,50,2,1,0,1,1,1,0,4,8244.10,629.829,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
187,21/03/2008,1,3,"2,008",MARSHALL HEIGHTS,33,7,2131,884,62,2,1,0,1,0,0,0,2,8273.26,614.793,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
173,31/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,2359,800,62,2,1,0,1,0,0,0,2,8270.71,580.653,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
231,12/05/2009,6,17,"2,009",MARSHALL HEIGHTS,33,7,2229,800,64,2,1,0,1,0,1,0,2,8270.91,487.944,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
220,11/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,990,1040,1,3,1,0,1,0,1,0,4,8414.77,794.171,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
273,31/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,791,809,1,2,1,0,1,0,1,0,4,8414.77,794.171,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
35,18/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,4000,1984,-1,3,3,1,1,0,1,0,1,8431.56,876.157,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
193,26/06/2009,6,18,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8478.31,1059.709,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,30/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8478.08,1055.794,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,10/04/2009,6,16,"2,009",MARSHALL HEIGHTS,33,7,3120,1632,1,3,2,1,0,0,1,0,3,8478.04,1052.255,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,10/02/2009,5,14,"2,009",MARSHALL HEIGHTS,33,7,2875,1632,1,3,2,1,0,0,1,0,3,8483.33,1073.123,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,18/11/2009,8,23,"2,009",MARSHALL HEIGHTS,33,7,1548,1632,1,3,2,1,0,0,1,0,3,8481.46,1057.918,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,01/07/2009,7,19,"2,009",MARSHALL HEIGHTS,33,7,2076,1632,1,3,2,1,0,0,1,0,3,8484.07,1069.271,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,24/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8486.03,1077.956,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,01/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,2252,1632,1,3,2,1,0,0,1,0,3,8481.41,1054.386,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,09/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8489.16,1082.516,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,02/04/2009,6,16,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8492.93,1087.506,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
220,18/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,1136,1178,0,3,2,1,1,0,1,0,4,8434.43,777.493,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,02/04/2009,6,16,"2,009",MARSHALL HEIGHTS,33,7,2876,1632,1,3,2,1,0,0,1,0,3,8496.93,1091.762,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
220,04/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,1136,1178,0,3,2,1,1,0,1,0,4,8439.76,781.836,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,26/06/2009,6,18,"2,009",MARSHALL HEIGHTS,33,7,2427,1632,1,3,2,1,0,0,1,0,3,8498.58,1090.552,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,04/02/2009,5,14,"2,009",MARSHALL HEIGHTS,33,7,2876,1632,1,3,2,1,0,0,1,0,3,8501.68,1096.015,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,22/07/2009,7,19,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8506.32,1099.711,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,18/11/2009,8,23,"2,009",MARSHALL HEIGHTS,33,7,1548,1632,1,3,2,1,0,0,1,0,3,8506.80,1097.470,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,02/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8510.85,1103.118,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,29/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,1548,1632,1,3,2,1,0,0,1,0,3,8511.34,1100.888,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,18/11/2009,8,23,"2,009",MARSHALL HEIGHTS,33,7,2079,1632,1,3,2,1,0,0,1,0,3,8515.60,1103.937,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
156,16/11/2009,8,23,"2,009",MARSHALL HEIGHTS,33,7,4000,960,67,2,1,0,0,0,1,0,1,8428.84,638.887,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,18/12/2008,4,12,"2,008",MARSHALL HEIGHTS,33,7,2145,1632,0,3,2,1,0,0,1,0,3,8520.41,1052.975,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
196,16/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,4000,690,63,2,1,0,1,0,0,0,1,8425.92,581.800,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
196,10/07/2009,7,19,"2,009",MARSHALL HEIGHTS,33,7,2913,1632,1,3,2,1,0,0,1,0,3,8509.49,989.181,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
106,28/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,4438,2340,64,4,4,0,1,0,0,0,3,8590.71,1367.822,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
196,24/12/2008,4,12,"2,008",MARSHALL HEIGHTS,33,7,2876,1632,0,3,2,1,0,0,1,0,3,8524.90,1055.988,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
193,30/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,2173,1632,0,3,2,1,0,0,1,0,3,8513.45,992.045,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
196,30/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,2913,1632,0,3,2,1,0,0,1,0,3,8525.34,1000.704,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
193,14/08/2009,7,20,"2,009",MARSHALL HEIGHTS,33,7,2913,1632,1,3,2,1,0,0,1,0,3,8529.30,1003.606,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,21/07/2009,7,19,"2,009",MARSHALL HEIGHTS,33,7,2141,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,10/07/2009,7,19,"2,009",MARSHALL HEIGHTS,33,7,2117,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,25/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1615,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,29/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1581,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
192,07/07/2009,7,19,"2,009",MARSHALL HEIGHTS,33,7,2498,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,04/05/2009,6,17,"2,009",MARSHALL HEIGHTS,33,7,2018,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,30/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,2123,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,25/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1561,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,29/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1747,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,29/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,1482,1632,1,3,2,1,0,0,1,0,3,8568.66,1190.922,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,30/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,2173,1632,0,3,2,1,0,0,1,0,3,8533.27,1006.512,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
193,26/06/2009,6,18,"2,009",MARSHALL HEIGHTS,33,7,2173,1632,1,3,2,1,0,0,1,0,3,8537.23,1009.429,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,24/12/2008,4,12,"2,008",MARSHALL HEIGHTS,33,7,2173,1632,0,3,2,1,0,0,1,0,3,8541.20,1012.358,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
196,30/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,2913,1632,0,3,2,1,0,0,1,0,3,8545.16,1015.281,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
160,07/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,1042,828,68,2,1,0,1,0,1,0,4,8540.56,965.292,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
269,24/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,1190,612,48,2,1,0,0,1,1,0,4,8525.80,885.474,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
272,01/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,1190,623,49,2,1,0,0,1,1,0,4,8525.80,885.474,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
502,04/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,967,517,49,1,1,0,0,1,1,0,4,8525.80,885.474,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
270,23/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,1190,628,49,2,1,0,0,1,1,0,4,8525.80,885.474,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
254,14/08/2008,3,8,"2,008",MARSHALL HEIGHTS,33,7,1190,628,48,2,1,0,0,1,1,0,4,8528.68,895.027,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
223,08/10/2008,4,10,"2,008",MARSHALL HEIGHTS,33,7,1127,1190,44,2,2,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
239,30/06/2009,6,18,"2,009",MARSHALL HEIGHTS,33,7,595,685,45,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
255,10/11/2008,4,11,"2,008",MARSHALL HEIGHTS,33,7,595,685,44,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
214,13/01/2009,5,13,"2,009",MARSHALL HEIGHTS,33,7,1127,1190,45,2,2,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
231,01/08/2008,3,8,"2,008",MARSHALL HEIGHTS,33,7,1127,1190,44,2,2,1,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
263,05/06/2008,2,6,"2,008",MARSHALL HEIGHTS,33,7,595,685,44,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
278,23/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,893,1007,44,3,2,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
305,14/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,478,541,44,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
287,12/03/2008,1,3,"2,008",MARSHALL HEIGHTS,33,7,478,541,44,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
293,06/02/2008,1,2,"2,008",MARSHALL HEIGHTS,33,7,893,1007,44,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
323,16/01/2008,1,1,"2,008",MARSHALL HEIGHTS,33,7,478,541,44,1,1,0,1,1,1,0,4,8484.42,667.113,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
221,29/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,1712,1020,64,3,2,1,1,0,1,0,3,8646.61,1442.545,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
64,15/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,5312,2340,65,4,4,0,1,0,1,0,3,8639.82,1397.411,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,31/08/2009,7,20,"2,009",MARSHALL HEIGHTS,33,7,2876,1632,1,3,2,1,0,0,1,0,3,8588.93,1154.861,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
43,10/11/2009,8,23,"2,009",MARSHALL HEIGHTS,33,7,4000,1242,59,3,1,1,1,0,0,0,1,8501.71,708.673,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,13/02/2009,5,14,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8593.52,1158.043,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
276,05/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,3265,832,67,2,1,0,1,0,1,0,3,8684.71,1549.388,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
193,26/03/2009,5,15,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8598.10,1161.230,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
193,05/03/2009,5,15,"2,009",MARSHALL HEIGHTS,33,7,2145,1632,1,3,2,1,0,0,1,0,3,8602.68,1164.416,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
196,04/02/2009,5,14,"2,009",MARSHALL HEIGHTS,33,7,2876,1632,1,3,2,1,0,0,1,0,3,8607.26,1167.626,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
275,19/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,1190,598,48,2,1,0,0,1,1,0,4,8486.20,756.724,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
309,10/09/2008,3,9,"2,008",MARSHALL HEIGHTS,33,7,967,516,48,1,1,0,0,1,1,0,4,8486.20,756.724,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
279,29/07/2008,3,7,"2,008",MARSHALL HEIGHTS,33,7,1190,625,48,2,1,0,0,1,1,0,4,8486.20,756.724,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
279,27/08/2008,3,8,"2,008",MARSHALL HEIGHTS,33,7,1190,625,48,2,1,0,0,1,1,0,4,8486.20,756.724,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
285,08/07/2008,3,7,"2,008",MARSHALL HEIGHTS,33,7,1190,625,48,2,1,0,0,1,1,0,4,8486.20,756.724,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
370,25/04/2008,2,4,"2,008",MARSHALL HEIGHTS,33,7,4000,675,65,3,2,0,1,0,0,0,1,8577.64,973.604,14888,8.22,47770,16,42,2,96,0.8,2.5,0.2,25,18,19,5.4,38,97,324000,77,14,18
196,09/09/2009,7,21,"2,009",MARSHALL HEIGHTS,33,7,1893,1632,1,3,2,1,0,0,1,0,3,8643.20,1278.422,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
52,10/12/2009,8,24,"2,009",MARSHALL HEIGHTS,33,7,4000,1116,67,3,1,0,0,0,0,1,1,8553.57,823.576,14888,8.22,47770,18,29,2,96,0.8,2.5,0.2,25,18,19,5.4,38,111,320000,77,14,18
